idlocalizacao,cep,numero_imovel,complemento,referencia,cidade,categoria
94515,87163343,2209,Edifício,Laudantium.,Nogueira Alegre,alugado
86273,27977-027,8874,Bloco,Aliquid rerum.,Almeida do Galho,reservado
17389,14505-256,7776,Casa,Id blanditiis.,Porto,disponível
90668,94264937,9622,Casa,Omnis.,Casa Grande de Campos,disponível
6960,14345226,4458,Edifício,Eum blanditiis.,da Rosa do Norte,reservado
57059,93583892,8989,Bloco,Nostrum.,Oliveira da Serra,reservado
19155,56801-394,5186,Casa,Minus.,Borges,alugado
62098,88439-092,2836,Casa,Pariatur perferendis.,Correia,alugado
36877,16963580,988,Casa,Debitis.,das Neves de Rezende,disponível
11864,02945-906,172,Casa,Cumque magnam.,Costa de Minas,reservado
69747,97487064,3234,Edifício,Saepe.,Novaes,disponível
79197,62296-378,1318,Bloco,Amet.,Viana,reservado
15789,06037017,8847,Bloco,Quisquam.,Melo das Flores,reservado
98143,48864-276,8112,Bloco,Rem tempore.,Ferreira,disponível
80846,36029-036,8417,Apto,Autem ut.,Carvalho,alugado
36852,49376-837,2439,Casa,Veniam.,Novais do Sul,reservado
27688,08681-467,5794,Edifício,Enim.,da Costa do Galho,disponível
29846,65922-078,5853,Bloco,Reiciendis.,Gonçalves,disponível
99833,59271-616,2306,Edifício,Omnis perspiciatis.,Pereira,reservado
96193,11707-493,9198,Casa,Asperiores.,Nogueira Verde,disponível
7174,44577-451,7961,Casa,Architecto.,Fogaça,reservado
2247,81250-201,236,Bloco,Veritatis.,Brito,reservado
69658,87965032,7301,Bloco,Cupiditate vel.,Duarte dos Dourados,alugado
8527,10789171,2703,Apto,Deleniti doloribus.,Freitas das Flores,reservado
55740,68692597,66,Casa,Fugiat.,Andrade da Mata,reservado
55636,16527-659,1567,Apto,Ex ipsam.,Abreu de Pinto,disponível
41361,30731-041,2985,Bloco,Facilis.,Marques da Praia,reservado
49992,47498-620,7111,Casa,Velit.,da Cunha das Flores,disponível
66971,37168068,8751,Edifício,Recusandae officia.,Santos,reservado
58538,38319-782,1668,Apto,Itaque.,Duarte,alugado
9798,98553-674,1919,Edifício,Iste.,Vieira de Araújo,alugado
92751,41045539,8419,Bloco,Voluptate.,Mendes do Galho,disponível
49453,89317-322,3219,Bloco,Iusto.,Lopes,alugado
57595,84860-930,7254,Apto,Illum.,Costela,reservado
34635,03499-958,2896,Edifício,Maiores occaecati.,Caldeira Verde,disponível
25863,64174037,8435,Casa,Qui.,Costela,reservado
67565,44468-556,7150,Casa,Iste.,Caldeira,alugado
47158,95448875,6827,Apto,Odit.,Aragão,disponível
75128,82740921,8397,Casa,Ipsum maxime.,Dias,alugado
58394,04939331,5627,Apto,Deserunt.,Correia,reservado
61653,34686417,3587,Casa,Corporis.,Costela Grande,reservado
41906,72867862,4127,Casa,Quam tempore.,Câmara,alugado
57346,24423333,2072,Casa,Quasi consequatur.,Nascimento do Oeste,alugado
47539,64048754,4777,Casa,Itaque.,da Mata de Lopes,reservado
98895,59514-928,2246,Bloco,Dolores alias.,Costela,reservado
40819,57764994,7162,Edifício,Soluta.,Dias,reservado
62500,66886-309,1789,Apto,Facere.,Nascimento,reservado
58688,63531356,362,Edifício,Nobis nihil.,Gomes,disponível
88397,15281-098,9992,Edifício,Voluptates.,Melo de Carvalho,disponível
29042,22493-782,6921,Casa,Natus atque.,Sousa de Goiás,alugado
44711,81259-686,117,Edifício,Excepturi non.,Farias,alugado
61818,03604-217,1100,Edifício,Aperiam.,Rezende,alugado
22328,57927-949,1063,Casa,Accusantium.,Moraes das Flores,reservado
57432,50850-287,2168,Apto,Amet.,Leão de Pinto,disponível
51372,86900-507,7962,Edifício,Eos.,Teixeira,disponível
17277,58809-281,1086,Bloco,Tempora ut.,Moraes,reservado
51320,77908-978,2769,Apto,Officiis at.,Casa Grande,reservado
67539,70719589,9657,Edifício,Amet incidunt.,Moreira Paulista,alugado
43286,31777-770,6083,Casa,Voluptates cumque.,Sousa da Mata,disponível
52945,25089190,7232,Casa,Accusantium natus.,Castro,alugado
66830,16186-098,505,Bloco,Neque ad.,Correia,reservado
37894,38259779,1636,Bloco,Voluptates.,Andrade de Cavalcante,alugado
80393,70400831,4523,Edifício,Maiores.,Barros,reservado
37009,96343974,6162,Casa,Explicabo.,das Neves,alugado
91186,97909140,3599,Bloco,Repellat.,Gonçalves,disponível
55024,99144-501,4740,Casa,Inventore tenetur.,Mendonça do Amparo,reservado
12959,01548-201,1340,Apto,Omnis.,da Cruz de Nogueira,reservado
84662,72741-121,2018,Casa,Dicta voluptatibus.,da Costa,alugado
12939,64642283,7362,Bloco,Sit laudantium.,Peixoto das Pedras,reservado
84453,89656-827,7924,Bloco,Error illo.,da Cunha do Galho,alugado
51417,19269-062,8932,Apto,Et suscipit.,Pacheco de Cavalcanti,disponível
81843,92826-651,648,Casa,Sapiente quasi.,Garcia de Pacheco,reservado
34949,73714-091,2595,Bloco,Voluptates.,Carvalho de Goiás,reservado
18463,55967-528,46,Edifício,Accusantium.,das Neves da Praia,disponível
13334,25559856,1880,Edifício,Cupiditate repellat.,Melo do Norte,alugado
68673,13789147,6724,Apto,Illo.,Lima de Minas,reservado
77310,02900072,5969,Casa,Ratione.,Rodrigues,disponível
85471,03440234,827,Casa,Veritatis voluptas.,Aparecida da Prata,reservado
7374,49948-098,1221,Bloco,Voluptates aut.,Leão de Goiás,disponível
20991,98147-180,2674,Casa,A molestiae.,Mendes,alugado
60805,46254-408,6637,Apto,Laboriosam.,Silva da Serra,reservado
11525,42895906,2387,Apto,Id.,Sales dos Dourados,reservado
77685,12420473,5764,Bloco,Ad sint.,Rios,alugado
79891,55349-774,3810,Apto,Magnam facilis.,Brito,disponível
75590,84880-469,427,Casa,Quod.,Teixeira,reservado
75115,36880-026,6824,Edifício,Repellendus.,Sampaio,alugado
4904,31931-123,9882,Casa,Animi.,da Conceição,alugado
61571,80232521,8277,Casa,Nisi.,Guerra do Oeste,disponível
45994,72612-938,533,Casa,Consequuntur modi.,Oliveira,disponível
16451,90080588,403,Casa,Ipsa animi.,Sampaio,disponível
25148,22473754,1843,Edifício,Consequuntur inventore.,Rocha,alugado
82808,83562830,4572,Apto,Inventore.,Novaes,reservado
96513,64780795,8649,Casa,Exercitationem.,Souza,disponível
1842,93921-833,2551,Edifício,Laborum quidem.,Gomes,disponível
53719,72604-783,1218,Casa,Deleniti.,Freitas,reservado
91285,87607619,8690,Edifício,Minima tempore.,da Luz,reservado
27018,90605788,4823,Apto,Dolorum officia.,Alves,alugado
91688,27973239,9951,Casa,Dolorum.,da Cunha,alugado
53229,81547-702,7512,Casa,Doloribus voluptatem.,da Mota Verde,reservado
73199,87356-268,4123,Casa,Eum consequatur.,Campos Grande,alugado
61023,20316639,9276,Casa,Illum vero.,Garcia,reservado
19022,27535-290,7095,Edifício,Dolore voluptate.,Lopes,reservado
65585,20903683,807,Bloco,Rerum.,Brito da Praia,alugado
55554,44401-689,9873,Casa,Excepturi.,Carvalho do Norte,alugado
88971,94684929,6659,Edifício,Vero ut.,da Conceição,disponível
12170,56329201,4446,Bloco,Praesentium.,Mendes,disponível
66733,49845-076,4243,Edifício,Rerum optio.,Guerra,alugado
42677,32158521,4072,Apto,Incidunt fuga.,Rocha de Jesus,reservado
30789,38654049,2208,Casa,Vitae maxime.,Mendonça de Novais,reservado
23951,69434830,4931,Edifício,Similique.,Guerra da Serra,reservado
39034,43513-996,5712,Bloco,Sapiente voluptas.,Macedo da Praia,reservado
85035,16510997,4971,Casa,Natus ducimus.,Nascimento,disponível
43764,78798-935,7311,Edifício,Neque.,Cardoso,disponível
3211,61041741,5947,Edifício,Esse.,Moreira,alugado
37509,87006622,514,Apto,Eius.,Costa do Amparo,reservado
90343,03031515,8539,Edifício,Laudantium earum.,Barros de Goiás,disponível
49244,77296591,1791,Casa,Quo.,Albuquerque,reservado
72923,67226-153,6747,Edifício,Ipsum.,Caldeira Paulista,disponível
22879,54802177,7381,Apto,Deleniti.,Fernandes,reservado
14537,76993-282,8238,Bloco,Veniam.,Montenegro do Campo,disponível
50310,78748-751,1282,Bloco,Deleniti.,Marques de da Costa,reservado
11260,43711-779,78,Bloco,Dicta.,Moura,alugado
60098,60780254,471,Casa,Hic.,Casa Grande,alugado
61655,37332-351,1043,Casa,Temporibus quia.,Jesus do Oeste,reservado
51396,88845079,9734,Casa,Dolores unde.,Oliveira do Campo,alugado
17071,17992829,4202,Apto,Occaecati.,Teixeira,alugado
46447,48915-062,5779,Bloco,Cum incidunt.,Camargo de Goiás,alugado
60914,87324-398,308,Casa,Esse.,Barros das Pedras,reservado
12143,98477091,1372,Bloco,Similique vel.,Pinto da Praia,disponível
49057,43681960,5960,Bloco,Nulla.,Azevedo do Norte,disponível
88852,72644-799,5213,Edifício,Corporis.,Moraes das Flores,alugado
38949,32744-674,3099,Edifício,Voluptatibus.,Martins,disponível
83731,36313292,642,Edifício,Nesciunt.,Barros,alugado
51243,54265-707,700,Edifício,Maxime numquam.,Fonseca,alugado
90682,27993-463,1440,Edifício,Odio.,Aragão,reservado
74330,06001022,879,Apto,Dolor temporibus.,Sales das Pedras,alugado
79576,36451399,7264,Casa,Et ipsum.,Alves de Lopes,alugado
18983,17595-571,5320,Edifício,Sequi nemo.,Carvalho de Cirino,reservado
17131,36131-100,1352,Edifício,Porro architecto.,Cunha Grande,disponível
68205,44912-381,4060,Edifício,Quasi atque.,da Mota do Galho,reservado
74,14056662,7596,Apto,Dolorem.,Novaes de da Mota,alugado
92134,21254-988,4078,Edifício,Adipisci aut.,Silveira,alugado
83283,91710-307,9508,Bloco,Quis culpa.,Novaes do Sul,alugado
41274,37500-251,9096,Bloco,Magni.,Farias de Cirino,alugado
62889,45837126,5747,Edifício,Quidem accusantium.,Aparecida Paulista,alugado
49905,00146-048,9211,Casa,Officia voluptatem.,Sousa do Amparo,disponível
8266,96461-610,2896,Casa,Soluta.,Carvalho,alugado
11609,93771-777,9987,Casa,Aut.,Rocha da Praia,disponível
43840,03595-883,2185,Casa,Sunt adipisci.,Lima do Galho,reservado
5344,52394-007,702,Bloco,Delectus.,Siqueira,disponível
40529,90585-422,864,Bloco,Eius.,Melo,disponível
8044,61818-073,9978,Apto,Dicta.,da Cunha,reservado
60117,91418-817,6030,Edifício,Repellendus natus.,Monteiro,alugado
31454,47247-196,8249,Edifício,Iusto sequi.,Borges do Amparo,alugado
21219,55310198,8087,Bloco,Molestias.,Castro da Prata,disponível
99994,95984010,6784,Casa,Magnam.,Pastor,reservado
30657,26807876,9802,Edifício,Facilis dicta.,da Mota do Galho,disponível
14453,52035447,1094,Edifício,Nulla labore.,Fonseca,disponível
8516,25088-451,152,Edifício,Illo sunt.,Vieira,alugado
47353,29592803,4307,Apto,Nisi voluptates.,Vasconcelos,alugado
90124,44056338,9509,Bloco,Accusantium error.,Siqueira,alugado
32222,10133-478,1333,Edifício,Nulla explicabo.,Sá de Costela,alugado
81573,68528-119,5681,Apto,Delectus quidem.,Garcia,reservado
18759,11060914,9139,Edifício,Deleniti dolor.,Farias do Amparo,disponível
83454,72195-772,4876,Edifício,Optio adipisci.,Mendes da Serra,disponível
56397,80342-297,3275,Casa,Assumenda nostrum.,Rocha de Peixoto,disponível
84156,62186990,4279,Edifício,Autem.,Rocha,alugado
77192,46575296,8648,Bloco,Voluptatem sed.,Carvalho,alugado
58323,10571110,1058,Apto,Doloremque.,Cardoso Verde,alugado
83011,16094583,2131,Casa,Corporis quam.,Almeida Verde,alugado
89467,30610251,9529,Edifício,Accusamus itaque.,Castro,disponível
72825,77577-468,7488,Casa,Voluptatum.,Pereira de Minas,reservado
75611,91908544,5978,Edifício,Deleniti sit.,Almeida Grande,alugado
4843,65630-898,5395,Edifício,Modi exercitationem.,Machado do Norte,reservado
98384,80036-574,4443,Edifício,Quis.,Gonçalves do Norte,disponível
36997,99860-538,5764,Apto,Laboriosam.,Ribeiro de Minas,reservado
64272,16248-998,4946,Edifício,Dignissimos facilis.,Aparecida Alegre,reservado
42778,78866-636,143,Edifício,Consequuntur accusantium.,Moreira,alugado
47058,11455661,1613,Casa,Consequatur laudantium.,Gonçalves,disponível
2864,92152-651,2545,Casa,Necessitatibus.,Vasconcelos,disponível
65638,06382-302,9790,Casa,Labore.,Dias,alugado
58895,23280358,9590,Apto,Excepturi.,Pereira do Oeste,disponível
23179,43467417,4836,Apto,Repellat reiciendis.,Novaes,disponível
57443,40173-306,6136,Edifício,Id facere.,Alves da Serra,disponível
18577,35892-116,8929,Casa,Accusantium.,Siqueira,reservado
1800,08047-571,4092,Casa,Quas.,da Mata Grande,disponível
37849,46265-852,1455,Apto,Odit fugit.,Sampaio,disponível
42346,93320-646,4454,Bloco,Corrupti reiciendis.,Leão de Gonçalves,alugado
18910,01333-098,4227,Apto,Vitae unde.,Rios,reservado
70343,46861-910,2559,Edifício,Pariatur.,da Conceição,reservado
48387,90021-932,8431,Casa,Minima sed.,Novais de Albuquerque,reservado
97506,75478-465,4806,Apto,Pariatur accusamus.,Fogaça,alugado
2624,22545-655,4623,Casa,Expedita nulla.,da Costa,reservado
81216,80725-722,1271,Edifício,Dolorem.,Souza do Campo,reservado
32362,91071-090,6051,Edifício,Ea aliquid.,Rios,alugado
20912,79896-151,6020,Apto,Autem.,Pacheco Verde,reservado
43615,03875-453,4685,Apto,Architecto cumque.,Duarte Grande,alugado
54315,54675612,9452,Apto,Ipsum.,Sampaio dos Dourados,reservado
16871,71209-300,713,Bloco,Error dignissimos.,Pastor,disponível
54866,81685629,3344,Bloco,Modi molestiae.,Almeida,reservado
96392,39028475,5302,Bloco,Nemo laudantium.,da Rocha,alugado
45215,08446640,115,Edifício,Deleniti.,Vieira do Campo,alugado
53130,53080301,4017,Edifício,Nostrum.,Lopes Grande,alugado
12260,73674866,832,Edifício,Reprehenderit.,da Mata,disponível
53452,08338349,7127,Apto,Ipsam distinctio.,Fogaça,reservado
42427,32796349,5278,Apto,Nam inventore.,Souza de Nogueira,disponível
39155,85457714,4411,Edifício,Illo quisquam.,Novais,disponível
22508,25785-392,5613,Casa,Harum ducimus.,Cirino do Galho,alugado
82695,56250-252,8721,Apto,Dicta suscipit.,Campos de Martins,alugado
79584,70190175,9172,Bloco,Voluptas beatae.,Barros,disponível
50631,50048-558,8939,Edifício,Sit laborum.,Ribeiro de Andrade,disponível
94603,89709863,5424,Edifício,Deleniti in.,Cavalcante,disponível
47080,91891-390,1578,Edifício,Odio explicabo.,Dias de Minas,disponível
22481,59335-510,2094,Apto,Dolor.,Caldeira,reservado
43611,81189-882,821,Bloco,Cumque inventore.,Rezende do Norte,disponível
38720,01102-511,9959,Edifício,Mollitia velit.,Vargas,reservado
10566,84544-308,944,Casa,Quisquam amet.,Freitas,reservado
20702,56907-805,7376,Apto,Quia.,Caldeira da Prata,disponível
85742,31753-092,9709,Bloco,Repellat.,Pimenta,alugado
80500,28849-088,3826,Bloco,Mollitia assumenda.,Melo,alugado
50743,22727407,1108,Apto,Ipsam.,Pastor,disponível
64216,50541-155,9644,Apto,Aut.,Cirino,alugado
81500,12980823,2467,Casa,Commodi.,Caldeira,reservado
95236,40047293,3206,Bloco,Eligendi.,Farias Verde,reservado
10915,38039446,2746,Apto,Cupiditate nisi.,Almeida,alugado
70138,80861559,4481,Bloco,Ea.,Aragão,disponível
46861,36539-700,8133,Apto,Deserunt.,Garcia,reservado
54543,60937-809,1711,Bloco,Dolorem.,Novais de Correia,alugado
70898,18113040,9683,Bloco,Delectus.,Freitas,reservado
20670,49188990,5350,Bloco,Vel aliquid.,Lopes,alugado
87046,70702-298,2507,Casa,Error libero.,Gomes Grande,reservado
42083,50541293,3266,Apto,Odio enim.,Peixoto do Oeste,alugado
62331,67908344,6800,Apto,Quo.,Vasconcelos,reservado
53207,38619709,8163,Bloco,Architecto.,Cavalcante,reservado
19617,13039681,1374,Bloco,Officiis saepe.,da Cruz,reservado
85959,16411-651,5289,Bloco,Aliquid.,Costa,disponível
34437,48878-420,8297,Casa,Praesentium.,Vasconcelos de Aparecida,disponível
88429,40103-429,9891,Apto,Dolor.,Machado,alugado
91361,34522-775,1457,Bloco,Saepe mollitia.,Correia,reservado
19032,12628-997,9764,Apto,Quo facilis.,Melo da Serra,disponível
73120,50144-183,5578,Casa,Eos fugit.,da Rosa,alugado
74311,31449942,9784,Bloco,Voluptatum.,Camargo,alugado
21146,89832-791,7883,Casa,Officia.,Câmara da Serra,reservado
17955,37726254,6267,Bloco,Doloremque ex.,Viana,alugado
37262,58651232,7583,Bloco,Ipsam.,da Cunha Grande,alugado
33055,18524050,32,Casa,Ab repellat.,Caldeira da Prata,alugado
35525,43363941,4755,Edifício,Magni aut.,Duarte do Norte,reservado
5023,97969794,9432,Casa,Quos illum.,Farias de Martins,alugado
72049,48439285,5981,Apto,Ipsa.,Sousa,disponível
44729,98617-815,8677,Casa,Quasi nisi.,da Luz,alugado
20048,80387283,6573,Apto,Atque aperiam.,Campos de Costa,reservado
93337,91017341,7244,Casa,Cumque.,Cirino Grande,disponível
45049,47790218,2006,Casa,Repellat placeat.,Leão,alugado
82577,70152676,5024,Edifício,Omnis.,Duarte,alugado
70483,69256477,8187,Apto,Amet.,Brito,disponível
72113,71754-980,5359,Bloco,Repudiandae.,da Rosa,disponível
57393,01162638,5044,Casa,Veniam.,Gonçalves,disponível
96494,97908-827,5931,Casa,Quos qui.,Souza do Galho,alugado
57529,66490376,648,Edifício,Praesentium consequuntur.,Souza,alugado
49657,73646-653,1782,Apto,Repellat ab.,Mendes,reservado
68006,33586-454,5754,Casa,A.,Casa Grande,alugado
17111,16286-421,8243,Apto,Ut inventore.,Cavalcanti de Minas,disponível
51322,53426710,8304,Edifício,Aliquam cupiditate.,Araújo de Jesus,alugado
19712,21416-461,3162,Apto,Adipisci hic.,Rios,reservado
91641,93918288,4842,Casa,Doloremque.,Nunes do Amparo,reservado
51341,27844858,6665,Apto,Laboriosam animi.,Vargas,alugado
32688,64847053,6775,Edifício,Et consequuntur.,Pires Grande,disponível
96903,75599857,4990,Edifício,Possimus voluptates.,da Cruz,reservado
36994,64470414,5790,Apto,Commodi architecto.,Aragão do Campo,alugado
72885,67769831,7692,Edifício,Odio.,Freitas,disponível
83464,63833-336,9296,Bloco,Debitis.,da Conceição de Nunes,disponível
62996,78296-733,3423,Edifício,Neque.,Monteiro,reservado
77087,57556-857,3046,Bloco,Molestiae.,Camargo,reservado
65925,15472499,4561,Apto,Animi cum.,Ramos,reservado
56782,56826-660,8150,Edifício,Harum.,Oliveira do Sul,disponível
16231,16550-863,5937,Bloco,Ad vero.,Casa Grande,disponível
85151,04958-711,5734,Apto,Porro.,Castro,reservado
79550,38986147,1884,Apto,Officiis.,Almeida de da Conceição,reservado
77524,98358-174,8546,Casa,Occaecati.,Porto de Pires,alugado
10319,91475-581,5057,Edifício,Rerum dolorem.,Santos de Melo,disponível
45860,24298836,7996,Edifício,Quos nemo.,Leão,disponível
39316,08495-446,8402,Casa,Rerum.,Câmara do Oeste,alugado
32881,88415-960,4476,Edifício,Autem quos.,Correia,disponível
43326,65769-292,185,Bloco,Voluptatum.,Camargo,disponível
62885,31314-366,6831,Bloco,Voluptates optio.,Pimenta dos Dourados,reservado
63086,07924-693,9430,Bloco,Occaecati.,Souza,disponível
7492,60584913,9471,Apto,Quidem delectus.,Rezende das Pedras,reservado
80951,61074-996,7250,Casa,Libero ex.,Oliveira Paulista,reservado
37149,86685-828,3563,Bloco,Nemo exercitationem.,Leão da Praia,reservado
36468,21633-665,757,Casa,Placeat id.,Farias de Pacheco,alugado
92956,27331582,9393,Bloco,Eum fugiat.,Montenegro,disponível
74793,17055-477,4630,Apto,Excepturi molestias.,Ramos das Flores,disponível
28306,24869263,7009,Edifício,Consequatur officiis.,Abreu do Oeste,reservado
42071,71830-763,318,Bloco,Tenetur distinctio.,Barbosa,alugado
61942,19474-828,7493,Apto,Doloremque.,da Mota,disponível
78858,84238-726,4517,Bloco,Distinctio perspiciatis.,Cavalcante,alugado
88514,22151382,9598,Casa,Sed id.,Castro do Campo,alugado
49975,63552905,7485,Edifício,Dolorem.,Novaes,alugado
90554,95983-286,8660,Casa,Libero.,Teixeira da Serra,disponível
42693,90834-060,7640,Bloco,Veritatis.,Nascimento de Moraes,disponível
27189,22592557,4404,Bloco,Pariatur quasi.,Moraes,disponível
27696,71168378,2998,Apto,Neque.,Brito do Campo,disponível
34539,10012519,6020,Bloco,Minima eius.,Martins Grande,reservado
89592,23501726,7474,Bloco,Itaque.,Pires de Cavalcanti,alugado
95159,98674777,9273,Casa,Eius quam.,Souza Grande,disponível
74907,55967520,8157,Casa,Saepe.,da Paz da Serra,alugado
62071,22268339,4930,Casa,Repudiandae.,Cassiano,disponível
18527,35178357,2090,Casa,Nobis inventore.,Novaes de Silveira,alugado
99587,15729994,1317,Apto,Asperiores repellendus.,Freitas,alugado
53707,42289247,2550,Bloco,Sint cum.,Monteiro Alegre,disponível
38000,82736097,8213,Bloco,Esse perspiciatis.,Machado,disponível
24784,49206-382,4117,Edifício,Maxime unde.,Albuquerque,alugado
67089,49527047,9966,Casa,Itaque nisi.,da Rosa Grande,alugado
94382,55993-748,3741,Apto,Corrupti.,Fernandes,alugado
31513,41941889,5099,Apto,Rem praesentium.,Silveira das Flores,reservado
91463,27039740,3774,Edifício,A.,Souza da Prata,alugado
31840,08357129,2155,Bloco,Inventore doloribus.,Casa Grande do Norte,alugado
79257,10867996,9055,Apto,Debitis saepe.,Porto,disponível
