idcategoria,nome,descricao,data_criacao,data_atualizacao
81136,alugado,Ea ab dolor aliquid.,2023-05-07,2022-11-14
22452,reservado,Autem eaque magni.,2023-02-08,2022-08-14
49313,reservado,Quo eum aliquid tempora.,2023-07-27,2022-03-04
93438,alugado,Nisi fugit iste.,2022-05-04,2024-11-09
99654,reservado,Et odio beatae culpa.,2023-11-12,2023-09-19
40912,disponível,Animi quaerat sequi et.,2022-01-11,2024-05-11
91070,disponível,Totam repudiandae explicabo.,2022-11-27,2023-08-16
37134,disponível,Explicabo iure aut atque.,2024-10-06,2024-07-29
5522,disponível,Fuga magni quo libero quidem.,2022-06-24,2024-03-13
50762,disponível,Sapiente debitis magni.,2024-04-29,2021-12-24
15455,alugado,Adipisci id ullam sit.,2022-12-27,2024-04-07
1110,alugado,Illum alias aliquid.,2024-04-05,2024-03-14
23072,disponível,Corporis eos mollitia.,2023-05-28,2024-05-25
71463,reservado,Possimus quod similique ad.,2024-02-28,2023-09-16
72084,alugado,Sunt et dolore.,2023-07-04,2024-03-14
33196,alugado,Aperiam sit dolorum aliquid.,2023-06-22,2024-08-10
55164,alugado,Voluptas possimus facere.,2022-01-09,2021-12-19
15031,alugado,Vel amet iusto.,2024-02-13,2024-04-21
16004,alugado,Quos officiis eveniet illum.,2022-01-31,2023-06-23
37533,reservado,Nesciunt sint amet atque.,2024-03-02,2024-01-28
91664,reservado,Rerum officiis illum.,2023-06-08,2022-12-26
94245,disponível,Aliquid pariatur ad aut cum.,2022-12-23,2023-05-21
43143,disponível,Mollitia voluptatibus sunt.,2022-09-04,2024-03-12
93721,reservado,Placeat repudiandae neque.,2024-01-05,2022-05-12
24628,alugado,Distinctio iusto beatae rem.,2021-12-04,2023-12-03
36034,reservado,Soluta fugit iste.,2023-11-14,2022-03-15
94867,reservado,Dolorem ullam est saepe.,2021-11-25,2023-06-23
46528,reservado,Eligendi sapiente voluptate.,2023-05-06,2022-01-23
35244,disponível,Dolore id eos quasi.,2023-11-16,2023-10-11
80634,reservado,Inventore rerum modi.,2022-11-23,2024-01-23
15710,disponível,Nostrum cumque quis aperiam.,2023-06-09,2023-01-12
23985,disponível,Explicabo explicabo fugiat.,2023-04-05,2022-08-11
10960,alugado,Minima suscipit vitae.,2023-12-08,2023-03-08
43156,reservado,Animi eaque fugit.,2022-01-25,2023-08-21
73419,alugado,Amet velit soluta similique.,2022-02-01,2024-01-11
496,alugado,Aspernatur omnis sint nulla.,2022-06-27,2023-04-09
88697,reservado,Minus placeat voluptatibus.,2024-06-04,2024-08-03
74087,reservado,Ab numquam labore laboriosam.,2023-04-19,2023-06-06
80959,reservado,Nemo quasi cupiditate.,2023-04-19,2022-01-02
1850,reservado,Aspernatur aliquam nemo.,2023-01-12,2023-04-18
15275,disponível,Libero sed error ad.,2022-01-31,2022-05-10
58211,alugado,Error sed repellat.,2024-06-15,2023-07-19
92719,reservado,Ea odio molestias.,2022-01-02,2024-10-16
16328,alugado,Vitae minus magni doloremque.,2024-01-24,2023-01-23
42541,reservado,Sit eaque ipsa voluptate.,2022-03-27,2024-10-14
71468,reservado,Optio in rerum rem.,2024-08-19,2021-12-18
88800,disponível,Sequi voluptates voluptates.,2024-02-06,2022-03-11
89370,reservado,Expedita rerum facere iste.,2023-11-06,2024-05-18
93945,reservado,At officia ipsum possimus.,2024-07-24,2021-12-07
95338,reservado,Officiis in illum iusto rem.,2022-02-23,2022-11-24
32034,alugado,Expedita iste non minima.,2022-08-31,2024-05-30
97887,disponível,Maiores minima fugiat.,2023-04-30,2024-03-18
63416,disponível,Dignissimos officia suscipit.,2024-01-22,2023-04-18
9701,disponível,Repellendus dolor dicta.,2024-07-12,2024-07-28
40640,alugado,Tempore eligendi placeat.,2024-02-25,2021-12-02
55426,reservado,Ullam voluptate rerum ab.,2022-03-26,2021-12-31
3293,reservado,Optio corporis sed ea quae.,2024-09-25,2024-02-13
2147,reservado,Doloremque et accusantium.,2023-05-23,2023-02-25
68680,reservado,Ratione nam vero iusto.,2022-11-17,2023-07-02
79896,reservado,Quas itaque laborum.,2024-07-24,2022-03-17
37389,disponível,Ipsum earum voluptas eum.,2023-05-25,2024-10-31
42455,reservado,Molestias odio velit.,2024-02-18,2022-06-12
1474,alugado,Voluptas quibusdam rem.,2022-07-16,2022-04-13
68356,reservado,Rerum sapiente eaque aperiam.,2023-04-07,2022-06-16
96794,reservado,At doloribus labore ipsum.,2023-01-17,2024-07-17
36005,alugado,Soluta et corporis rem nihil.,2021-11-25,2022-03-01
68808,alugado,Magnam aliquam sunt placeat.,2023-09-26,2023-11-11
88782,disponível,Recusandae dolor at.,2022-02-04,2022-11-26
45376,alugado,Dolorem sapiente ipsum quos.,2024-04-01,2023-06-20
93487,alugado,At cupiditate perferendis.,2022-07-04,2024-10-16
30705,reservado,Dolore ipsam non labore.,2023-10-25,2024-04-01
29163,reservado,Cumque occaecati iusto.,2024-02-12,2022-08-11
81405,reservado,Doloremque dolorem at porro.,2024-02-11,2024-11-18
33722,alugado,Vero iure maiores.,2022-08-14,2022-03-07
67909,alugado,Quos vero praesentium esse.,2022-12-26,2023-02-24
83493,reservado,Quae in numquam provident.,2022-04-01,2022-09-23
33883,alugado,Sed saepe recusandae maiores.,2022-05-17,2023-08-19
61447,reservado,Impedit ut earum vel.,2024-11-02,2023-09-05
48364,alugado,Ad qui in.,2024-01-15,2023-04-24
7772,alugado,Tempora ipsum deleniti.,2022-10-12,2022-04-20
42312,disponível,Id praesentium fugit non.,2023-07-02,2024-03-04
21575,reservado,Facilis laborum vitae.,2024-05-20,2024-05-18
23687,disponível,Alias rem error distinctio.,2023-05-13,2024-01-07
76635,reservado,Numquam sed nemo laboriosam.,2024-07-16,2022-12-29
8184,disponível,Repellat laborum rem dolore.,2023-05-06,2023-02-23
99489,reservado,Eius fuga accusantium.,2024-04-23,2023-12-29
68231,alugado,Minus odio cum quis.,2023-05-05,2022-10-28
9668,reservado,Vero amet quae dolore.,2024-05-25,2024-10-22
36815,disponível,Sequi quae ipsa ad.,2024-11-12,2022-05-04
88426,alugado,Nostrum magnam culpa natus.,2023-01-26,2022-03-28
1139,reservado,Quis itaque sit quos hic.,2023-01-07,2023-10-10
69790,alugado,Odit tenetur vitae.,2024-10-13,2022-07-12
1394,reservado,Et facere itaque libero.,2022-07-16,2023-11-17
6886,alugado,Est aliquid velit doloribus.,2023-06-04,2022-04-11
32833,reservado,Magnam amet neque porro.,2022-01-21,2022-06-25
10993,alugado,Et hic quam.,2024-04-28,2024-11-03
88016,reservado,Facere voluptate odit.,2024-05-25,2023-03-22
64050,reservado,Quis sunt numquam veniam.,2023-04-01,2022-01-26
49250,reservado,Officia consequatur maiores.,2023-01-16,2022-07-28
69040,disponível,Iure mollitia porro iure.,2023-08-27,2022-02-11
82042,disponível,Impedit doloribus id qui.,2023-04-22,2024-10-23
86040,disponível,Dolore non excepturi amet ad.,2021-12-21,2023-01-24
96725,reservado,Facere sapiente ab ad quos.,2024-05-23,2022-06-26
50729,alugado,Facere neque debitis.,2023-01-28,2023-07-10
24602,alugado,In rerum cum modi.,2023-10-22,2023-09-11
32343,alugado,Nobis vel placeat.,2022-07-19,2022-06-07
67652,alugado,Rerum vitae maiores nihil.,2023-07-17,2023-10-21
92770,disponível,Fugit saepe natus enim.,2023-10-04,2022-07-05
75298,reservado,Ut officiis neque quia.,2023-01-20,2022-04-26
42167,alugado,Nostrum optio eaque.,2022-02-10,2024-08-14
76736,disponível,Officia omnis aperiam unde.,2024-02-03,2022-07-18
33612,disponível,Quia cumque animi cupiditate.,2024-06-08,2023-11-01
45885,reservado,Ex exercitationem tempore id.,2024-05-15,2024-05-02
12576,disponível,Molestias mollitia qui nihil.,2022-03-29,2023-08-29
47481,disponível,Aspernatur alias itaque modi.,2023-01-29,2024-11-13
75766,disponível,Perferendis est quasi.,2022-12-19,2023-12-20
60337,disponível,Quia veritatis quos.,2024-07-12,2022-09-15
47368,reservado,Eveniet placeat autem ea.,2022-09-29,2022-10-04
5401,disponível,Doloribus sunt cumque nobis.,2022-06-29,2023-05-20
69706,disponível,A officiis vel.,2024-07-30,2022-09-11
64518,reservado,Animi aut voluptates maxime.,2022-10-24,2021-12-20
27676,alugado,Maxime maxime illum.,2023-08-30,2023-05-11
90177,alugado,Nam sunt assumenda sed.,2022-01-30,2024-08-15
35414,alugado,Quaerat quae cupiditate ab.,2024-03-11,2024-05-17
2132,disponível,Dicta aut fugit.,2024-04-27,2022-08-01
38120,disponível,Ea nihil voluptate aut hic.,2024-04-16,2022-05-28
70573,alugado,Temporibus illum sint ad.,2023-11-10,2022-04-20
35045,disponível,Corporis eligendi vero.,2023-01-28,2021-12-03
53899,alugado,Ad eius veniam ex.,2022-10-18,2023-11-14
93486,alugado,Numquam ducimus at.,2024-07-28,2022-08-22
47400,reservado,Sunt soluta earum.,2024-10-19,2024-07-18
45094,alugado,Accusamus et ipsam.,2022-12-23,2024-02-24
73190,reservado,Laudantium esse repellat.,2022-08-07,2022-10-27
60416,alugado,Sit minus vitae.,2023-12-30,2022-08-22
65186,disponível,Eos laborum minus.,2023-03-12,2023-10-04
16699,disponível,Sequi nam dignissimos.,2021-12-02,2024-01-08
47670,alugado,Culpa odio sed cupiditate.,2023-10-07,2024-03-13
54866,reservado,Id nam eaque deserunt.,2023-08-12,2024-01-03
50096,disponível,Error tenetur optio.,2022-03-10,2023-08-23
89144,disponível,Accusantium velit tempore.,2023-10-24,2023-03-07
4896,disponível,Facilis modi repellat.,2022-03-29,2023-07-16
9583,alugado,Non mollitia sint veniam ut.,2024-05-01,2022-09-02
46883,alugado,Dolorum illo blanditiis.,2022-06-17,2023-05-17
65053,disponível,Corporis culpa ut id.,2023-04-18,2022-01-06
45748,disponível,Possimus quasi nesciunt.,2022-12-30,2024-01-10
74269,disponível,Vel magnam quidem.,2023-07-14,2022-05-03
61890,disponível,Harum dolorum aliquam non.,2024-11-22,2022-04-16
76491,reservado,Ipsa totam odio rem eius.,2022-08-17,2022-01-18
99519,reservado,Ipsa animi eaque.,2022-10-03,2023-10-18
35867,alugado,Vero sit dolor quia.,2022-05-11,2022-11-08
53787,disponível,Deserunt veniam nobis nulla.,2023-12-29,2024-06-22
98052,alugado,Nihil laboriosam maiores.,2022-08-02,2023-12-27
89786,reservado,Nesciunt eos rerum fugiat.,2024-10-16,2023-10-07
75595,reservado,Maxime commodi quod alias.,2022-02-18,2023-11-20
66729,disponível,Amet occaecati quo fuga.,2022-10-02,2023-08-03
3260,alugado,Veniam sed provident nihil.,2023-11-02,2024-01-10
72396,alugado,Aliquid odit eius cum.,2022-05-26,2024-11-05
30993,disponível,Tempore soluta enim ea.,2024-09-28,2022-12-18
81870,disponível,Quia voluptates est corporis.,2022-11-28,2022-01-07
98354,disponível,Animi hic labore culpa.,2021-11-24,2023-09-21
98762,alugado,Itaque fugit error quas illo.,2022-01-03,2022-02-20
80327,reservado,Fugiat dolor sit iste.,2024-10-28,2022-08-12
66795,disponível,Eaque ullam suscipit magni.,2024-01-03,2022-12-03
64765,alugado,Ea iure quae optio impedit.,2024-02-25,2023-01-09
59627,disponível,Aliquam deserunt neque magni.,2024-01-29,2024-11-14
94301,alugado,Amet nisi ipsam omnis.,2023-12-09,2024-06-25
81692,reservado,Voluptas at et sint harum.,2024-03-09,2023-10-25
6746,reservado,Fugit porro illo.,2022-04-11,2022-10-23
48165,reservado,Amet iusto veniam nostrum.,2024-01-28,2024-05-15
78572,reservado,Iure adipisci officia ex.,2022-10-20,2024-01-03
24239,alugado,Hic ab dicta nesciunt est.,2022-01-25,2023-07-21
44321,disponível,Eligendi saepe maiores minus.,2022-11-18,2022-11-08
92594,alugado,Laboriosam quo odit vel.,2021-12-13,2023-01-22
11955,reservado,Iure sint ducimus delectus.,2023-01-29,2022-01-12
55800,alugado,Tempore fuga minima sed.,2024-01-24,2022-06-12
94230,disponível,Aut expedita blanditiis.,2022-06-16,2024-03-25
60758,reservado,Repellat cupiditate nihil.,2022-08-06,2023-09-12
90741,disponível,Ipsum amet sed.,2023-02-16,2024-11-11
40854,reservado,Dolorem ut quidem quis aut.,2023-02-08,2022-10-28
30645,disponível,Blanditiis et nesciunt.,2024-05-31,2023-11-11
95515,disponível,Exercitationem placeat sit.,2024-05-07,2023-05-04
68901,alugado,Porro et iure qui laboriosam.,2024-08-25,2024-08-16
1614,disponível,Eos vel explicabo blanditiis.,2022-07-11,2024-03-31
8354,disponível,Fugiat sequi nulla dolore.,2024-09-21,2024-03-03
99899,alugado,Architecto eos nobis beatae.,2024-11-20,2022-02-27
50779,reservado,Vitae similique nam vitae.,2022-03-28,2024-10-14
90488,alugado,Facere ea quam voluptatem.,2022-11-14,2024-11-17
77951,disponível,Modi fuga maxime.,2023-03-22,2024-01-02
72108,alugado,Eos mollitia porro.,2023-05-26,2024-07-18
96048,reservado,Sed quod expedita aut.,2024-03-25,2024-05-23
77192,alugado,Eveniet enim ipsa quo.,2022-08-15,2023-09-13
66055,alugado,Saepe impedit distinctio.,2023-08-26,2022-03-11
2723,reservado,Minima eligendi itaque ab.,2022-05-22,2022-08-04
94171,reservado,Et odio nesciunt aliquam ea.,2024-08-08,2022-01-21
59935,disponível,Alias quidem consectetur.,2023-05-23,2022-12-23
43853,reservado,Fugit aperiam veniam.,2023-06-18,2022-10-23
98006,disponível,Voluptatibus alias rem.,2022-07-01,2024-03-28
75953,alugado,Delectus dolores autem iste.,2023-08-29,2024-09-21
74469,disponível,Minima fuga aut voluptas.,2022-08-12,2022-04-14
78540,reservado,Quae neque minus.,2023-09-24,2023-12-17
80997,disponível,Facere rerum rerum aperiam.,2022-07-11,2024-01-24
62523,alugado,Aperiam nam pariatur.,2023-11-06,2023-04-11
77876,reservado,Veritatis totam autem.,2024-01-07,2024-05-31
11352,disponível,Culpa quod pariatur dolor.,2024-10-07,2024-10-07
73482,disponível,Eaque dolor beatae.,2024-02-01,2024-06-13
64108,disponível,Velit possimus maiores nulla.,2023-09-16,2023-05-28
7200,reservado,Aut quo incidunt ex.,2022-08-08,2023-12-13
58496,reservado,Accusantium tempora quis quo.,2023-04-13,2022-06-07
39579,reservado,Nam quam veritatis modi.,2023-07-16,2022-08-03
91687,disponível,Hic eaque culpa.,2023-01-26,2022-09-25
60623,alugado,Tenetur ad sapiente labore.,2024-02-24,2022-10-10
60428,reservado,Suscipit quas ad.,2024-03-12,2024-08-06
92318,disponível,Quia alias officiis.,2024-09-14,2022-04-14
59206,alugado,Fugit iusto magnam officiis.,2024-01-09,2023-11-04
3326,disponível,Quod iste consequuntur rem.,2022-01-23,2022-01-20
62633,alugado,Laudantium perferendis culpa.,2022-02-24,2024-03-10
16698,reservado,Ullam officia sunt.,2022-09-09,2024-09-01
2397,reservado,Illo ad dicta molestiae in.,2024-09-01,2024-05-20
4477,disponível,Eos quasi saepe quasi.,2022-11-16,2022-05-08
54650,alugado,Non vero rerum nesciunt.,2022-11-15,2022-05-25
44711,reservado,Ullam eius nostrum.,2024-06-21,2022-05-05
70444,disponível,Commodi qui maxime.,2024-10-21,2021-12-04
15598,alugado,Quia iste ullam ratione.,2021-12-12,2023-02-28
61774,disponível,Incidunt nulla nesciunt.,2022-05-21,2022-09-12
4340,disponível,Velit error ea velit.,2022-01-09,2023-06-11
24164,reservado,Delectus repellat voluptatum.,2023-11-14,2022-12-13
94479,disponível,Vitae dolores eius iusto.,2023-04-17,2024-10-19
61425,disponível,Quo ea quod.,2024-05-15,2023-07-05
22311,reservado,Sapiente accusamus laborum.,2022-12-26,2022-11-21
65954,reservado,Vitae excepturi ea voluptas.,2024-02-24,2022-08-21
33177,alugado,Laboriosam id fugit amet.,2022-10-30,2024-05-31
16484,disponível,Aliquid nemo quisquam iste.,2022-03-12,2022-10-27
3267,reservado,In est porro dolore.,2022-04-22,2024-10-27
2243,reservado,Vel quam eveniet dolore aut.,2023-10-22,2023-11-29
27941,disponível,Eaque voluptate hic.,2022-12-29,2024-04-30
41933,disponível,Eius eligendi dolor.,2023-12-08,2024-08-13
15903,disponível,Animi alias deleniti.,2023-09-27,2023-03-02
5094,disponível,Possimus minus pariatur quae.,2023-12-12,2022-11-21
66602,disponível,Praesentium ut cum nisi.,2022-12-21,2022-01-14
39601,disponível,Illum harum nihil expedita.,2024-07-06,2024-03-18
29103,alugado,Omnis iste eveniet.,2022-06-10,2024-09-19
77024,disponível,In ipsa quia soluta.,2022-10-17,2022-07-30
99085,disponível,Totam quod ipsum fuga esse.,2024-05-25,2023-04-28
34433,reservado,Pariatur quo voluptas sit.,2022-05-24,2022-06-05
44264,disponível,Quam dolor unde delectus.,2024-07-01,2024-03-18
35613,alugado,Nihil quis quisquam.,2023-07-29,2022-08-29
20041,alugado,Illum quae delectus iusto.,2024-10-03,2023-07-28
46227,alugado,Soluta ullam atque quam.,2023-04-05,2022-10-08
87324,disponível,Ex repellat eum odit odit.,2024-10-18,2023-06-27
42422,alugado,Dolores animi nemo.,2022-05-07,2024-08-08
60568,disponível,Fuga animi velit.,2023-07-15,2024-08-15
51163,disponível,Accusantium totam assumenda.,2023-08-07,2022-06-20
32685,reservado,Quod officia ratione.,2024-09-14,2023-12-09
60254,disponível,Aperiam natus dolore.,2023-06-14,2023-10-23
65176,disponível,Nemo fugit ducimus.,2023-08-19,2022-08-24
63001,disponível,Modi occaecati natus.,2024-09-15,2023-09-17
11885,reservado,Velit nulla eum nulla.,2022-11-14,2023-12-15
26153,alugado,Ea a deserunt culpa.,2022-05-07,2024-05-13
26956,disponível,Ex nihil cumque.,2024-09-29,2022-05-15
22714,alugado,Id error veniam illum.,2024-10-24,2022-11-02
32307,reservado,Atque aperiam nemo.,2023-08-10,2023-01-13
64808,reservado,Saepe similique facere.,2023-03-08,2022-07-25
69344,alugado,Nam a deserunt nulla.,2022-04-27,2023-07-07
61625,disponível,Eaque itaque eos dolor.,2023-06-05,2023-05-03
18553,disponível,Suscipit facilis magni quae.,2023-11-02,2023-12-20
61591,reservado,Voluptatem esse ipsa dolorem.,2022-10-26,2024-01-15
32290,disponível,Animi deserunt quidem magnam.,2023-05-27,2023-01-31
58144,alugado,Optio quasi et suscipit.,2024-08-18,2022-09-17
67963,alugado,Quia autem cupiditate soluta.,2024-11-15,2022-03-18
14678,disponível,Provident sunt ducimus fugit.,2023-12-18,2023-02-05
54991,disponível,Id asperiores illum.,2024-09-30,2024-08-10
293,disponível,Suscipit ea maiores.,2021-11-30,2022-12-26
30858,reservado,Quaerat totam quos neque.,2024-03-09,2024-04-08
28006,disponível,Eveniet voluptates ab beatae.,2022-03-27,2024-10-17
76028,disponível,Molestiae fugit aspernatur.,2024-02-03,2022-06-05
73083,reservado,Culpa adipisci hic.,2022-05-06,2024-06-29
97576,alugado,Delectus eaque dolorem quos.,2024-08-16,2024-02-17
96650,alugado,Quia placeat praesentium hic.,2024-01-17,2024-09-11
35205,alugado,Nulla ab cumque non.,2023-11-03,2023-08-11
79351,disponível,Totam culpa iusto soluta.,2021-12-27,2023-01-17
47873,reservado,Quasi dolore ipsum.,2024-07-30,2022-08-23
97681,alugado,Nobis animi molestias magnam.,2024-01-21,2024-06-27
35610,alugado,Non nobis ea similique.,2024-09-28,2023-02-27
92017,disponível,Ipsum tempora repellendus.,2024-08-02,2022-12-29
91869,alugado,Nisi quasi debitis iste.,2022-01-11,2024-11-01
32335,disponível,Natus est modi fuga totam.,2024-10-26,2024-08-12
22154,alugado,Atque magni a harum.,2022-05-30,2023-06-09
18815,alugado,Aperiam officia amet ipsa.,2024-07-17,2022-11-14
3323,alugado,Sit iste ut non.,2024-06-29,2023-12-05
34253,reservado,Possimus ipsum vitae.,2024-04-26,2023-08-14
50380,alugado,Nihil magnam numquam placeat.,2022-11-09,2024-02-08
83056,disponível,Quia laudantium aut.,2022-12-02,2021-12-02
97037,disponível,Incidunt nemo iusto quaerat.,2024-09-14,2023-01-27
66886,reservado,Quisquam ad ipsam in iure.,2023-01-20,2023-05-04
76293,alugado,Nobis incidunt saepe.,2023-03-21,2022-06-01
18465,disponível,Dignissimos natus nihil.,2024-04-29,2023-05-03
